,name,gene_reaction_rule,subunit_num,subunit_mw
PTRCabcpp_num2,Putrescine transport via ABC system (periplasm),( b0857 and b0854 and b0855 and b0856 ),( 1 and 1 and 2 and 1 ),30.54058 and 40.83968 and 41.93069 and 35.48954
PTRCabcpp_num3,Putrescine transport via ABC system (periplasm),( b1124 and b1125 and b1126 and b1123 ),( 1 and 1 and 2 and 1 ) ,29.11094 and 31.06198 and 43.02821 and 38.86708
ASNNpp,L-asparaginase,b2957,4,36.85069
GLUNpp,Glutaminase,b2957,4,36.85069
NTD12_num1,5'-nucleotidase (dIMP),b3399,1,25.39882
NTD12_num2,5'-nucleotidase (dIMP),b2744,1,26.90043
NTD12_num3,5'-nucleotidase (dIMP),b2291,2,22.70806
NTD12_num4,5'-nucleotidase (dIMP),b2361,1 ,20.25544
FECRMtonex,Ferrichrome transport via ton system (extracellular),b3006 and b1252 and b3005 and b0150,1 and 1 and 1 and 1 ,26.28739 and 26.09426 and 15.52698 and 82.18228
ADOCBLabcpp,Adenosylcobalamin transport via ABC system (periplasm),b0158 and b1709 and b1711,1 and 2 and 2 ,29.36684 and 27.08118 and 34.94929
CRNabcpp,L-carnitine transport via ABC system (periplasm),b2677 and b2679 and b2678,2 and 1 and 2 ,44.1628 and 36.02255 and 37.61969
CRNDabcpp,D-carnitine transport via ABC system (periplasm),b2677 and b2679 and b2678,2 and 1 and 2 ,44.1628 and 36.02255 and 37.61969
DNTPPA_num1,Dihydroneopterin triphosphate pyrophosphatase,b1865,1,17.30576
DNTPPA_num2,Dihydroneopterin triphosphate pyrophosphatase,b0099,1 ,14.92707
CTBTabcpp,Crotonobetaine transport via ABC system (periplasm),b2677 and b2678 and b2679,2 and 2 and 1 ,44.1628 and 37.61969 and 36.02255
NTPP9,Nucleoside triphosphate pyrophosphorylase (itp),b2954,2,21.03884
NTPP10,Nucleoside triphosphate pyrophosphorylase (ditp),b2954,2,21.03884
NTPP11,Nucleoside triphosphate pyrophosphorylase (xtp),b2954,2,21.03884
NTD10pp_num1,5'-nucleotidase (XMP),b4055,4,26.10354
NTD10pp_num2,5'-nucleotidase (XMP),b0480,1 ,60.82397
NTD1pp_num1,5'-nucleotidase (dUMP),b0480,1,60.82397
NTD1pp_num2,5'-nucleotidase (dUMP),b4055,4 ,26.10354
NTD2pp_num1,5'-nucleotidase (UMP),b0480,1,60.82397
NTD2pp_num2,5'-nucleotidase (UMP),b4055,4,26.10354
NTD2pp_num3,5'-nucleotidase (UMP),b0383,2 ,49.43859
NTD3pp_num1,5'-nucleotidase (dCMP),b0480,1,60.82397
NTD3pp_num2,5'-nucleotidase (dCMP),b4055,4 ,26.10354
NTD4pp_num1,5'-nucleotidase (CMP),b4055,4,26.10354
NTD4pp_num2,5'-nucleotidase (CMP),b0480,1,60.82397
NTD4pp_num3,5'-nucleotidase (CMP),b0383,2 ,49.43859
NTD5pp_num1,5'-nucleotidase (dTMP),b4055,4,26.10354
NTD5pp_num2,5'-nucleotidase (dTMP),b0480,1 ,60.82397
NTD6pp_num1,5'-nucleotidase (dAMP),b0480,1,60.82397
NTD6pp_num2,5'-nucleotidase (dAMP),b4055,4 ,26.10354
NTD7pp_num1,5'-nucleotidase (AMP),b4055,4,26.10354
NTD7pp_num2,5'-nucleotidase (AMP),b0480,1,60.82397
NTD7pp_num3,5'-nucleotidase (AMP),b0383,2 ,49.43859
NTD9pp_num1,5'-nucleotidase (GMP),b4055,4,26.10354
NTD9pp_num2,5'-nucleotidase (GMP),b0480,1,60.82397
NTD9pp_num3,5'-nucleotidase (GMP),b0383,2 ,49.43859
PEAMNOpp,Phenethylamine oxidase,b1386,2,84.37866
GAL1PPpp,D-galactose 1-phosphatase,b1002,2,45.68291
H2O2tex_num1,Hydrogen peroxide transport via diffusion (external),b1377,1,41.21985
H2O2tex_num2,Hydrogen peroxide transport via diffusion (external),b0241,3,38.922
H2O2tex_num3,Hydrogen peroxide transport via diffusion (external),b0929,3,39.33331
H2O2tex_num4,Hydrogen peroxide transport via diffusion (external),b2215,3 ,40.36812
ARGDCpp,Arginine decarboxylase,b2938,4,73.89845
ALLPI,Allose 6-phosphate isomerase,b4090,2,16.07332
ALLK,Allose kinase,b4084,1,33.82092
ALLULPE,Allulose 6-phosphate epimerase,b4085,1,26.10919
ADEtex_num1,Adenine transport via diffusion (extracellular to periplasm),b1377,1,41.21985
ADEtex_num2,Adenine transport via diffusion (extracellular to periplasm),b0241,3,38.922
ADEtex_num3,Adenine transport via diffusion (extracellular to periplasm),b0929,3,39.33331
ADEtex_num4,Adenine transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
ADNtex,Adenosine transport via diffusion (extracellular to periplasm),b0411,1,33.58902
AGMtex_num1,Agmatine transport via diffusion (extracellular to periplasm),b1377,1,41.21985
AGMtex_num2,Agmatine transport via diffusion (extracellular to periplasm),b0241,3,38.922
AGMtex_num3,Agmatine transport via diffusion (extracellular to periplasm),b0929,3,39.33331
AGMtex_num4,Agmatine transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
ALAtex_num1,L-alanine transport via diffusion (extracellular to periplasm),b2215,3,40.36812
ALAtex_num2,L-alanine transport via diffusion (extracellular to periplasm),b0241,3,38.922
ALAtex_num3,L-alanine transport via diffusion (extracellular to periplasm),b1377,1,41.21985
ALAtex_num4,L-alanine transport via diffusion (extracellular to periplasm),b0929,3 ,39.33331
BALAtex_num1,Beta-alanine transport via diffusion (extracellular to periplasm),b1377,1,41.21985
BALAtex_num2,Beta-alanine transport via diffusion (extracellular to periplasm),b0241,3,38.922
BALAtex_num3,Beta-alanine transport via diffusion (extracellular to periplasm),b0929,3,39.33331
BALAtex_num4,Beta-alanine transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
DALAtex_num1,D-Alanine transport via diffusion (extracellular to periplasm),b1377,1,41.21985
DALAtex_num2,D-Alanine transport via diffusion (extracellular to periplasm),b0241,3,38.922
DALAtex_num3,D-Alanine transport via diffusion (extracellular to periplasm),b0929,3,39.33331
DALAtex_num4,D-Alanine transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
AMPtex_num1,AMP transport via diffusion (extracellular to periplasm),b0929,3,39.33331
AMPtex_num2,AMP transport via diffusion (extracellular to periplasm),b2215,3,40.36812
AMPtex_num3,AMP transport via diffusion (extracellular to periplasm),b0241,3,38.922
AMPtex_num4,AMP transport via diffusion (extracellular to periplasm),b1377,1 ,41.21985
ARBtex_num1,L-arabinose transport via diffusion (extracellular to periplasm),b1377,1,41.21985
ARBtex_num2,L-arabinose transport via diffusion (extracellular to periplasm),b0241,3,38.922
ARBtex_num3,L-arabinose transport via diffusion (extracellular to periplasm),b0929,3,39.33331
ARBtex_num4,L-arabinose transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
ARGtex_num1,L-arginine transport via diffusion (extracellular to periplasm),b1377,1,41.21985
ARGtex_num2,L-arginine transport via diffusion (extracellular to periplasm),b0241,3,38.922
ARGtex_num3,L-arginine transport via diffusion (extracellular to periplasm),b0929,3,39.33331
ARGtex_num4,L-arginine transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
ASCBtex_num1,L-ascorbate transport via diffusion (extracellular to periplasm),b1377,1,41.21985
ASCBtex_num2,L-ascorbate transport via diffusion (extracellular to periplasm),b0241,3,38.922
ASCBtex_num3,L-ascorbate transport via diffusion (extracellular to periplasm),b0929,3,39.33331
ASCBtex_num4,L-ascorbate transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
FACOAL100t2pp_num1,Fatty-acid-CoA ligase (decanoate transport via vectoral Co-A coupling),b1805,2,62.33199
FACOAL100t2pp_num2,Fatty-acid-CoA ligase (decanoate transport via vectoral Co-A coupling),b1701,1 ,60.77312
RIBabcpp_num1,D-ribose transport via ABC system (periplasm),( b3749 and b3750 and b3751 and b3748 ),( 1 and 2 and 1 and 10 ),( 55.04161 and 33.45182 and 30.95048 and 15.2925 )
RIBabcpp_num2,D-ribose transport via ABC system (periplasm),( b4485 and b4230 and b4227 and b4231 ),( 1 and 1 and 1 and 1 ),55.26002 and 35.65897 and 34.34465 and 34.97766
RIBabcpp_num3,D-ribose transport via ABC system (periplasm),( b4086 and b4088 and b4087 ),( 2 and 1 and 1 ) ,34.31569 and 32.9099 and 56.74485
GPDDA3pp,Glycerophosphodiester phosphodiesterase (Glycerophosphoserine),b2239,2,40.84335
GPDDA4pp,Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol),b2239,2,40.84335
GPDDA2pp,Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine),b2239,2,40.84335
FACOAL120t2pp_num1,Fatty-acid-CoA ligase (dodecanoate transport via vectoral Co-A coupling),b1701,1,60.77312
FACOAL120t2pp_num2,Fatty-acid-CoA ligase (dodecanoate transport via vectoral Co-A coupling),b1805,2 ,62.33199
FACOAL140t2pp_num1,Fatty-acid-CoA ligase (tetradecanoate transport via vectoral Co-A coupling),b1701,1,60.77312
FACOAL140t2pp_num2,Fatty-acid-CoA ligase (tetradecanoate transport via vectoral Co-A coupling),b1805,2 ,62.33199
FE3HOXtonex,Fe(III)hydroxamine transport via ton system (extracellular),b3006 and b1252 and b3005 and b0150,1 and 1 and 1 and 1 ,26.28739 and 26.09426 and 15.52698 and 82.18228
CU2abcpp,Copper (Cu+2) ABC transporter (periplasm),b3469,1,76.83988
COBALT2abcpp,Cobalt (Co+2) ABC transporter (periplasm),b3469,1,76.83988
NI2abcpp,Nickle (Ni+2) ABC transporter (periplasm),b3469,1,76.83988
MG2uabcpp,"Magnesium (Mg+2) ABC transporter (ubtake, periplasm)",b4242,1,99.46649
HCYSMT2,Homocysteine Methyltransferase,b0261,1,33.42283
MMETtex_num1,S-methyl-L-methionine transport via diffusion (extracellular to periplasm),b1377,1,41.21985
MMETtex_num2,S-methyl-L-methionine transport via diffusion (extracellular to periplasm),b0241,3,38.922
MMETtex_num3,S-methyl-L-methionine transport via diffusion (extracellular to periplasm),b0929,3,39.33331
MMETtex_num4,S-methyl-L-methionine transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
FE3tex_num1,Iron (III) transport via diffusion (extracellular to periplasm),b1377,1,41.21985
FE3tex_num2,Iron (III) transport via diffusion (extracellular to periplasm),b0241,3,38.922
FE3tex_num3,Iron (III) transport via diffusion (extracellular to periplasm),b0929,3,39.33331
FE3tex_num4,Iron (III) transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
MG2tex_num1,Magnesium (Mg+2) transport via diffusion (extracellular to periplasm),b1377,1,41.21985
MG2tex_num2,Magnesium (Mg+2) transport via diffusion (extracellular to periplasm),b0241,3,38.922
MG2tex_num3,Magnesium (Mg+2) transport via diffusion (extracellular to periplasm),b0929,3,39.33331
MG2tex_num4,Magnesium (Mg+2) transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
Zn2tex_num1,Zinc (Zn+2) transport via diffusion (extracellular to periplasm),b1377,1,41.21985
Zn2tex_num2,Zinc (Zn+2) transport via diffusion (extracellular to periplasm),b0241,3,38.922
Zn2tex_num3,Zinc (Zn+2) transport via diffusion (extracellular to periplasm),b0929,3,39.33331
Zn2tex_num4,Zinc (Zn+2) transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
MMETt2pp,S-methylmethionine permease (periplasm),b0260,1,50.52581
CD2tex_num1,Cadmium (Cd+2) transport via diffusion (extracellular to periplasm),b1377,1,41.21985
CD2tex_num2,Cadmium (Cd+2) transport via diffusion (extracellular to periplasm),b0241,3,38.922
CD2tex_num3,Cadmium (Cd+2) transport via diffusion (extracellular to periplasm),b0929,3,39.33331
CD2tex_num4,Cadmium (Cd+2) transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
GLNabcpp,L-glutamine transport via ABC system (periplasm),b0809 and b0811 and b0810,2 and 1 and 2 ,26.73099 and 27.19012 and 24.36431
GLUabcpp,L-glutamate transport via ABC system (periplasm),b0654 and b0653 and b0655 and b0652,1 and 1 and 1 and 2 ,27.50268 and 24.91473 and 33.42016 and 26.6611
GLUABUTt7pp,4-aminobutyrate/glutamate antiport (periplasm),b1492,1,55.07667
GLUt2rpp,"L-glutamate transport via proton symport, reversible (periplasm)",b4077,1,47.15919
GLUt4pp,Na+/glutamate symport (periplasm),b3653,1,42.42511
GLYALDtpp,Glyceraldehyde facilitated diffusion (periplasm),b3927,4,29.77999
ACGK,Acetylglutamate kinase,b3959,2,27.15954
LCTSt3ipp_num1,Lactose transport via proton aniport (periplasm),b2170,1,42.74606
LCTSt3ipp_num2,Lactose transport via proton aniport (periplasm),b1528,1,42.53821
LCTSt3ipp_num3,Lactose transport via proton aniport (periplasm),b0070,1 ,42.71317
ARBt3ipp,L-arabinose transport via proton antiport (periplasm),b1528,1,42.53821
14GLUCANabcpp,"1,4-alpha-D-glucan transport via ABC system (periplasm)",b4035 and b4032 and b4034 and b4033,2 and 1 and 1 and 1 ,40.99045 and 32.22542 and 43.38764 and 57.0134
14GLUCANtexi,"1,4-alpha-D-glucan transport via diffusion (extracellular to periplasm) irreversible",b4036,3,49.91223
DHPTPE,Dihydroneopterin triphosphate 2'-epimerase,b2303,8,14.08204
NADPHQR2,NADPH Quinone Reductase (Ubiquinone-8),b3028,2,21.89091
NADPHQR3,NADPH Quinone Reductase (Menaquinone-8),b3028,2,21.89091
NADPHQR4,NADPH Quinone Reductase (2-Demethylmenaquinone-8),b3028,2,21.89091
GLBRAN2,"1,4-alpha-glucan branching enzyme (glycogen -> bglycogen)",b3432,1,84.3369
ASR,Arsenate reductase,b1064 and b3503,1 and 1 ,24.35021 and 15.85331
ASO3tex_num1,Arsenite transport via diffusion (extracellular to periplasm),b1377,1,41.21985
ASO3tex_num2,Arsenite transport via diffusion (extracellular to periplasm),b0241,3,38.922
ASO3tex_num3,Arsenite transport via diffusion (extracellular to periplasm),b0929,3,39.33331
ASO3tex_num4,Arsenite transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
MANGLYCtex_num1,2-O-alpha-mannosyl-D-glycerate transport via diffusion (extracellular to periplasm),b1377,1,41.21985
MANGLYCtex_num2,2-O-alpha-mannosyl-D-glycerate transport via diffusion (extracellular to periplasm),b0241,3,38.922
MANGLYCtex_num3,2-O-alpha-mannosyl-D-glycerate transport via diffusion (extracellular to periplasm),b0929,3,39.33331
MANGLYCtex_num4,2-O-alpha-mannosyl-D-glycerate transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
FRUURt2rpp,"D-fructuronate transport via proton symport, reversible (periplasm)",b4321,1,47.13793
FRUURtex_num1,D-fructuronate transport via diffusion (extracellular),b1377,1,41.21985
FRUURtex_num2,D-fructuronate transport via diffusion (extracellular),b0241,3,38.922
FRUURtex_num3,D-fructuronate transport via diffusion (extracellular),b0929,3,39.33331
FRUURtex_num4,D-fructuronate transport via diffusion (extracellular),b2215,3 ,40.36812
ECAtpp,"Enterobacterial common antigen transferase (flippase, cytoplasm to periplasm)",b3792,1,44.95965
O16AT,Rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate O-acetyltransferase (LPS O16 antigen biosynthesis),b2033,1,21.6751
O16GALFT,Galactofuranosyltransferase (LPS O16 antigen biosynthesis),b2034,1,37.75722
O16AUNDtpp,"O16 antigen (flippase, cytoplasm to periplasm)",b2037,1,45.38262
O16AP1pp,O16 antigen polymerase (periplasm),b2027 and b2035,1 and 1 ,36.45474 and 44.74431
GLYCAt2rpp_num1,"D-glycerate transport via proton symport, reversible (periplasm)",b3127,1,49.00924
GLYCAt2rpp_num2,"D-glycerate transport via proton symport, reversible (periplasm)",b2789,1 ,49.14209
GLYCAtex_num1,D-glycerate transport via diffusion (extracellular to periplasm),b1377,1,41.21985
GLYCAtex_num2,D-glycerate transport via diffusion (extracellular to periplasm),b0241,3,38.922
GLYCAtex_num3,D-glycerate transport via diffusion (extracellular to periplasm),b0929,3,39.33331
GLYCAtex_num4,D-glycerate transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
AGM4PCP,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase",b1192,1,33.56747
4PCP,"Tetrapeptide L,D-carboxypeptidase",b1192,1,33.56747
4PCPpp,"Tetrapeptide L,D-carboxypeptidase (periplasm)",b2175,1,21.03987
FALDH2,Formaldehyde dehydrogenase,b0356,2,39.35899
GLYBabcpp_num1,Glycine betaine transport via ABC system (periplasm),( b2130 and b2131 and b2129 and b2128 ),( 1 and 1 and 1 and 1 ),( 41.13857 and 32.6093 and 34.42451 and 25.51454 )
GLYBabcpp_num2,Glycine betaine transport via ABC system (periplasm),( b2679 and b2677 and b2678 ),( 1 and 2 and 2 ) ,36.02255 and 44.1628 and 37.61969
GLYC3Pt6pp,Glycerol-3-phosphate : phosphate antiporter (periplasm),b2240,1,50.31039
GLYCLTt4pp,Glycolate transport via sodium symport (periplasm),b4067,2,59.19712
GLYCtpp,Glycerol transport via channel (periplasm),b3927,4,29.77999
H2Otpp,H2O transport via diffusion (periplasm),b0875,4,23.7028
HCINNMt2rpp,"3-hydroxycinnamic acid transport via proton symport, reversible (periplasm)",b0353,1,41.55075
HISabcpp,L-histidine transport via ABC system (periplasm),b2308 and b2307 and b2306 and b2309,1 and 1 and 2 and 1 ,24.64927 and 26.86981 and 28.65304 and 28.48338
HISt2rpp,L-histidine reversible transport via proton symport (periplasm),b0112,1,49.69013
CBIAT,Cobinamide adenyltransferase,b1270,1,21.99889
LYSabcpp,L-lysine transport via ABC system (periplasm),b2310 and b2308 and b2306 and b2307,1 and 1 and 2 and 1 ,27.99166 and 24.64927 and 28.65304 and 26.86981
COBALT2tex_num1,Cobalt (Co+2) transport via diffusion (extracellular to periplasm),b1377,1,41.21985
COBALT2tex_num2,Cobalt (Co+2) transport via diffusion (extracellular to periplasm),b0241,3,38.922
COBALT2tex_num3,Cobalt (Co+2) transport via diffusion (extracellular to periplasm),b0929,3,39.33331
COBALT2tex_num4,Cobalt (Co+2) transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
PPDOy,"Propane-1,2-diol:NADP+ 1-oxidoreductase",b0325,1,37.97838
NTD12pp_num1,5'-nucleotidase (dIMP) (periplasm),b0480,1,60.82397
NTD12pp_num2,5'-nucleotidase (dIMP) (periplasm),b4055,4 ,26.10354
PPA2_num1,Inorganic triphosphatase,b2502,2,58.13597
PPA2_num2,Inorganic triphosphatase,b2744,1 ,26.90043
DIMPtex_num1,DIMP transport via diffusion (extracellular to periplasm),b1377,1,41.21985
DIMPtex_num2,DIMP transport via diffusion (extracellular to periplasm),b0241,3,38.922
DIMPtex_num3,DIMP transport via diffusion (extracellular to periplasm),b0929,3,39.33331
DIMPtex_num4,DIMP transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
3NTD7pp_num1,3'-nucleotidase (AMP) (periplasm),b4213,1,70.83219
3NTD7pp_num2,3'-nucleotidase (AMP) (periplasm),b0383,2 ,49.43859
3NTD4pp_num1,3'-nucleotidase (CMP) (periplasm),b0383,2,49.43859
3NTD4pp_num2,3'-nucleotidase (CMP) (periplasm),b4213,1,70.83219
3NTD4pp_num3,3'-nucleotidase (CMP) (periplasm),b0383,2 ,49.43859
3NTD2pp_num1,3'-nucleotidase (UMP) (periplasm),b4213,1,70.83219
3NTD2pp_num2,3'-nucleotidase (UMP) (periplasm),b0383,2 ,49.43859
3NTD9pp_num1,3'-nucleotidase (GMP) (periplasm),b4213,1,70.83219
3NTD9pp_num2,3'-nucleotidase (GMP) (periplasm),b0383,2 ,49.43859
23PDE7pp,"2',3'-cyclic-nucleotide phosphodiesterase (AMP) (periplasm)",b4213,1,70.83219
GALTptspp,Galactitol transport via PEP:Pyr PTS (periplasm),b2093 and b2415 and b2092 and b2094 and b2416,1 and 1 and 2 and 1 and 2 ,10.22204 and 9.11937 and 48.365 and 16.90746 and 63.56184
GALURt2rpp,"D-galacturonate transport via proton symport, reversible (periplasm)",b3093,1,46.89232
GLCNt2rpp_num1,"D-gluconate transport via proton symport, reversible (periplasm)",b3415,1,45.96659
GLCNt2rpp_num2,"D-gluconate transport via proton symport, reversible (periplasm)",b4321,1,47.13793
GLCNt2rpp_num3,"D-gluconate transport via proton symport, reversible (periplasm)",b4476,1,46.4159
GLCNt2rpp_num4,"D-gluconate transport via proton symport, reversible (periplasm)",b4265,1 ,46.04129
GLCptspp_num1,D-glucose transport via PEP:Pyr PTS (periplasm),( b2415 and b1101 and b2416 and b2417 ),( 1 and 2 and 2 and 1 ),( 9.11937 and 50.67655 and 63.56184 and 18.25107 )
GLCptspp_num2,D-glucose transport via PEP:Pyr PTS (periplasm),( b2417 and b1621 and b2415 and b2416 ),( 1 and 1 and 1 and 2 ),18.25107 and 56.627 and 9.11937 and 63.56184
GLCptspp_num3,D-glucose transport via PEP:Pyr PTS (periplasm),( b1817 and b2415 and b1819 and b1818 and b2416 ),( 2 and 1 and 2 and 1 and 2 ) ,35.04755 and 9.11937 and 30.95549 and 27.63578 and 63.56184
GLCRt2rpp_num1,"D-glucarate transport via proton symport, reversible (periplasm)",b3127,1,49.00924
GLCRt2rpp_num2,"D-glucarate transport via proton symport, reversible (periplasm)",b2789,1 ,49.14209
GLCt2pp,D-glucose transport in via proton symport (periplasm),b2943,1,50.9825
